title,Amazon Rating,Goodreads Rating,Genre,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
Anna Karenina,4.5,4.06,Fiction,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,140449175,9780140449174,eng,837,2904,309,1/30/2003,Penguin Books
Americana,3.8,3.41,Fiction,Don DeLillo,3.43,140119485,9780140119480,eng,377,393,55,6/7/1989,Penguin Books
Been Down So Long It Looks Like Up To Me,4.2,3.79,Fiction,Richard Fari√±a/Thomas Pynchon,3.8,140189300,9780140189308,eng,352,2473,220,8/29/1996,Penguin Books
City of Glass (The New York Trilogy  #1),4.5,3.78,Fiction,Paul Auster,3.79,140097317,9780140097313,eng,203,12410,734,7/4/1987,Penguin Books
1776,4.6,4.06,Fiction,Peter  Stone/Sherman Edwards,4.22,140481397,9780140481396,eng,192,1299,30,11/18/1976,Penguin Books
Phaedrus and Letters VII and VIII,4.5,4.06,Fiction,Plato/Walter Hamilton,4.1,140442758,9780140442755,en-US,160,226,20,1/30/1973,Penguin Books
Gorgias,4.6,3.96,Fiction,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,140449043,9780140449044,en-GB,208,8186,198,1/29/2004,Penguin Books
The Histories,4.7,4.12,Fiction,Herodotus/Aubrey de S√©lincourt/John M. Marincola,3.99,140449086,9780140449082,eng,716,34727,597,1/30/2003,Penguin Books
The Histories,4.7,4.12,Fiction,Herodotus/Aubrey de S√©lincourt/John M. Marincola,3.99,140446389,9780140446388,eng,622,227,18,1/9/1954,Penguin Books
The Histories,4.7,4.12,Fiction,Herodotus/Aubrey de S√©lincourt/Andrew Robert Burn,3.99,140440348,9780140440348,en-US,653,143,17,8/30/1970,Penguin Books
The Iliad,4.8,3.88,Fiction,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,140447946,9780140447941,eng,462,1919,118,1/30/2003,Penguin Books
The Odyssey,4.7,3.78,Fiction,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,140449116,9780140449112,eng,324,2543,167,1/30/2003,Penguin Books
The Bacchae and Other Plays,4.6,4.14,Fiction,Euripides/John Davie/Richard Rutherford,4.14,140447261,9780140447262,eng,360,164,8,1/26/2006,Penguin Books
Prometheus Bound and Other Plays,4.7,3.92,Fiction,Aeschylus/Philip Vellacott,4.1,140441123,9780140441123,eng,160,4303,62,8/30/1961,Penguin Books
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,4.7,3.97,Fiction,Sophocles/Robert Fagles/Bernard Knox,3.97,140444254,9780140444254,eng,430,2979,288,3/1/2000,Penguin Books
Electra and Other Plays,4.8,4.03,Fiction,Sophocles/E.F. Watling,4.14,140440283,9780140440287,eng,218,135,9,4/30/1953,Penguin Books
Lysistrata and Other Plays,4.5,3.96,Fiction,Aristophanes/Alan H. Sommerstein,3.95,140448144,9780140448146,en-US,241,3833,120,1/30/2003,Penguin Books
The Knights / Peace / The Birds / The Assembly Women / Wealth,4.5,3.69,Fiction,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,3.69,140443320,9780140443325,en-US,335,42,1,7/27/1978,Penguin Books
The History of Sexuality  Volume 2: The Use of Pleasure,4.5,4.07,Non Fiction,Michel Foucault/Robert Hurley,4.08,140137343,9780140137347,eng,304,51,2,7/30/1998,Penguin Books
Three Tales,4.5,4.02,Fiction,Gustave Flaubert/Roger Whitehouse/Geoffrey Wall,3.69,140448004,9780140448009,eng,110,3190,150,1/27/2005,Penguin Books
Tandia,4.6,4.05,Fiction,Bryce Courtenay,4.05,140272925,9780140272925,eng,905,8461,369,8/31/1998,Penguin Books
Moby Dick,4.7,3.5,Fiction,Herman Melville/William Hootkins,3.5,143058096,9780143058090,eng,6,8858,885,6/16/2005,Penguin Books
On the Road,4.7,3.63,Fiction,Jack Kerouac/Ann Charters,3.63,141182679,9780141182674,eng,281,5575,502,2/24/2000,Penguin Books
The Canterbury Tales,4.8,3.49,Fiction,Geoffrey Chaucer/Nevill Coghill,3.49,140424385,9780140424386,eng,504,168559,2365,1/30/2003,Penguin Books
Love Visions,4.4,3.61,Fiction,Geoffrey Chaucer/Brian Stone,3.61,140444084,9780140444087,eng,272,70,6,5/26/1983,Penguin Books
The Portable Chaucer,4.7,3.86,Fiction,Geoffrey Chaucer/Theodore Morrison,3.86,140150811,9780140150810,eng,611,70,8,5/26/1977,Penguin Books
The Birth of Tragedy,4.7,3.98,Fiction,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,140433392,9780140433395,en-US,160,10147,301,11/27/2003,Penguin Books
The Pigeon,4.7,3.68,Fiction,Patrick S√ºskind,3.68,140105832,9780140105834,eng,77,6254,423,6/29/1989,Penguin Books
The Secret Garden,4.6,4.13,Fiction,Frances Hodgson Burnett/Alison Lurie,4.13,142437050,9780142437056,en-GB,288,517,13,1/30/2003,Penguin Books
The Longest Journey,4.6,3.48,Fiction,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,141441488,9780141441481,eng,396,1665,125,7/27/2006,Penguin Books
Icy Sparks,4.6,3.7,Fiction,Gwyn Hyman Rubio,3.7,142000205,9780142000205,eng,320,37936,1192,8/3/2001,Penguin Books
Redburn,4.6,3.62,Fiction,Herman Melville/Harold Beaver,3.62,140431055,9780140431056,eng,448,545,53,8/26/1976,Penguin Books
The Subterraneans,4.5,3.68,Fiction,Jack Kerouac,3.68,141184892,9780141184890,eng,192,426,42,6/9/2007,Penguin Books
Tender is the Night,4.6,3.82,Fiction,F. Scott Fitzgerald/Arnold Goldman/Richard Godden,3.82,141183594,9780141183596,en-GB,400,1354,140,6/28/2001,Penguin Books
Three Men in a Boat,4.5,3.89,Fiction,Jerome K. Jerome,3.89,141441216,9780141441214,eng,178,786,125,3/25/2004,Penguin Books
The Brothers Karamazov,4.6,4.32,Fiction,Fyodor Dostoyevsky/David McDuff,4.32,140449248,9780140449242,eng,1013,1673,184,2/27/2003,Penguin Books
De Profundis and Other Writings,4.4,4.21,Fiction,Oscar Wilde/Hesketh Pearson,4.21,014043089X,9780140430899,eng,252,2298,91,8/26/1976,Penguin Books
A Christmas Carol,4.5,4.05,Fiction,Charles Dickens,4.05,1580495796,9781580495790,eng,112,6671,490,1/1/2012,Penguin Books
The Wind in the Willows,4.8,3.99,Fiction,Kenneth Grahame/Gillian Avery,3.99,143039091,9780143039099,eng,197,147748,3490,10/27/2005,Penguin Books
What is Art?,4.6,3.72,Non Fiction,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,140446427,9780140446425,eng,230,127,24,8/31/1995,Penguin Books
Vanity Fair,4.6,3.79,Fiction,William Makepeace Thackeray/John Carey,3.79,141439831,9780141439839,eng,867,102877,2286,1/30/2003,Penguin Books
North of South: An African Journey,3.9,3.89,Fiction,Shiva Naipaul,3.89,140188266,9780140188264,eng,352,279,33,9/26/1996,Penguin Books
The Woman in White,4.6,4,Fiction,Wilkie Collins/Matthew Sweet,4,141439610,9780141439617,eng,672,108060,5168,2/27/2003,Penguin Books
Li Po and Tu Fu: Poems,4.3,4.14,Fiction,Li Bai/Du Fu/Arthur Cooper/Shui Chien-Tung,4.14,140442723,9780140442724,eng,256,389,28,4/26/1973,Penguin Books
The Moonstone,4.6,3.91,Fiction,Wilkie Collins,3.91,140620133,9780140620139,en-GB,464,349,44,10/24/1998,Penguin Books
Wuthering Heights,4.7,3.85,Fiction,Emily Bront√´,3.85,140620125,9780140620122,eng,279,2155,182,1/13/2007,Penguin Books
When the Emperor Was Divine,4.2,3.73,Fiction,Julie Otsuka,3.73,141009055,9780141009056,en-US,160,180,27,12/1/2004,Penguin Books
The Women's War,4.6,3.93,Fiction,Alexandre Dumas/Robin Buss,3.93,140449779,9780140449778,eng,546,292,23,4/27/2006,Penguin Books
Gulliver's Travels,4.6,3.57,Fiction,Jonathan Swift/Robert DeMaria Jr.,3.57,141439491,9780141439495,eng,306,194738,3485,1/30/2003,Penguin Books
Pale Fire,4.8,4.15,Fiction,Vladimir Nabokov,4.15,141185260,9780141185262,eng,246,32544,1610,8/31/2000,Penguin Books
A Clockwork Orange,4.7,3.99,Fiction,Anthony Burgess/Blake Morrison,3.99,141182601,9780141182605,eng,159,5366,524,2/24/2000,Penguin Books
A Clockwork Orange,4.8,3.99,Fiction,Anthony Burgess,3.99,014027409X,9780140274097,eng,149,1422,124,3/9/1998,Penguin Books
Measure for Measure,4.8,3.68,Fiction,William Shakespeare,3.68,014101380X,9780141013800,eng,224,58,5,10/27/2005,Penguin Books
Keep the Aspidistra Flying,4.8,3.88,Fiction,George Orwell,3.88,141183721,9780141183725,eng,277,11970,688,10/26/2000,Penguin Books
Breakfast at Tiffany's,4.7,3.89,Fiction,Truman Capote,3.89,140274111,9780140274110,eng,157,2107,238,3/9/1998,Penguin Books
Barnaby Rudge,4.7,3.81,Fiction,Charles Dickens/John Bowen/Hablot Knight Browne,3.81,140437282,9780140437287,eng,744,8156,366,2/27/2003,Penguin Books
The Unicorn,4.7,3.63,Fiction,Iris Murdoch,3.63,014002476X,9780140024760,eng,270,1846,159,6/1/1987,Penguin Books
Bruno's Dream,4.6,3.76,Fiction,Iris Murdoch,3.76,140031766,9780140031768,eng,320,604,48,11/18/1976,Penguin Books
A Severed Head,4.5,3.73,Fiction,Iris Murdoch,3.73,140020039,9780140020038,eng,204,3682,319,11/18/1976,Penguin Books
Under the Net,4.9,3.77,Fiction,Iris Murdoch,3.77,140014454,9780140014457,eng,252,11174,465,10/27/1982,Penguin Books
An Unofficial Rose,4.9,3.76,Fiction,Iris Murdoch,3.76,014002154X,9780140021547,en-US,288,14,0,6/1/1973,Penguin Books
The Nice and the Good,4.8,3.84,Fiction,Iris Murdoch,3.84,140030344,9780140030341,eng,362,1539,90,12/14/1978,Penguin Books
Six Characters in Search of an Author and Other Plays,4.6,3.95,Fiction,Luigi Pirandello/Mark Musa,3.95,014018922X,9780140189223,eng,224,2935,63,6/29/1995,Penguin Books
Invitation to a Beheading,4.8,3.9,Fiction,Vladimir Nabokov,3.9,141185600,9780141185606,eng,192,342,23,3/8/2015,Penguin Books
The Portable Conrad,4.5,4.28,Fiction,Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl,4.28,140150331,9780140150339,eng,762,97,7,9/12/1976,Penguin Books
Pygmalion,4.7,3.9,Fiction,George Bernard Shaw/Dan H. Laurence/Nicholas Grene,3.9,141439505,9780141439501,eng,122,2085,179,1/30/2003,Penguin Books
The Scarlet Letter,4.7,3.4,Fiction,Nathaniel Hawthorne/Thomas E. Connolly/Nina Baym,3.4,142437263,9780142437261,eng,279,609586,10402,2/27/2003,Penguin Books
Beyond Good and Evil,4.7,4.01,Fiction,Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner,4.01,014044923X,9780140449235,eng,240,48651,1115,2/27/2003,Penguin Books
In Cold Blood,4.7,4.07,Fiction,Truman Capote,4.07,141182571,9780141182575,eng,316,3500,313,3/2/2000,Penguin Books
The Satanic Verses,4.7,3.71,Fiction,Salman Rushdie,3.71,014011890X,9780140118902,eng,560,11,0,9/26/1988,Penguin Books
Justine (The Alexandria Quartet #1),4.7,3.89,Fiction,Lawrence Durrell,3.89,140153195,9780140153194,eng,253,5428,542,12/7/1991,Penguin Books
Clea (The Alexandria Quartet #4),4.7,4.18,Fiction,Lawrence Durrell,4.18,140153225,9780140153224,en-US,288,1896,124,12/7/1991,Penguin Books
Poetics,4.3,3.82,Fiction,Aristotle/Malcolm Heath,3.82,140446362,9780140446364,eng,144,12610,486,9/26/1996,Penguin Books
Vinyl Cafe Diaries (Vinyl Cafe  #4),4.8,4.19,Fiction,Stuart McLean,4.19,670044369,9780670044368,eng,302,924,59,11/28/2003,Penguin Books
Think Like a Cat: How to Raise a Well-Adjusted Cat‚ÄîNot a Sour Puss,4.8,4.06,Non Fiction,Pam Johnson-Bennett,4.06,965013014,9780965013017,eng,413,543,69,1/24/2000,Penguin Books
Don Quixote,4.6,3.87,Fiction,Miguel de Cervantes Saavedra/John Rutherford,3.87,140449094,9780140449099,eng,1056,335,52,1/30/2003,Penguin Books
As I Crossed a Bridge of Dreams: Recollections of a Woman in Eleventh-Century Japan,4.6,3.82,Fiction,Lady Sarashina/Ivan Morris,3.82,140442820,9780140442823,eng,148,527,54,1/30/1975,Penguin Books
The Pearl/The Red Pony,4.8,3.64,Fiction,John Steinbeck,3.64,140042326,9780140042320,eng,181,1469,39,9/30/1976,Penguin Books
Love,4.4,3.71,Fiction,Stendhal/Gilbert Sale/Suzanne Sale/B.C.J.G. Knight/Jean Stewart,3.71,014044307X,9780140443073,eng,336,1083,51,8/28/1975,Penguin Books
A Happy Death,4.6,3.82,Fiction,Albert Camus/Richard Howard/Jean Sarocchi,3.82,141186585,9780141186580,eng,144,6975,257,2/28/2002,Penguin Books
Paradise Lost,4.3,3.82,Fiction,John Milton/John      Leonard,3.82,140424393,9780140424393,eng,453,113473,2598,2/27/2003,Penguin Books
The Portable Thoreau,4.2,4.18,Fiction,Henry David Thoreau/Carl Bode,4.18,140150315,9780140150315,eng,698,666,28,1/27/1977,Penguin Books
The Gambler/Bobok/A Nasty Story,4.8,3.99,Fiction,Fyodor Dostoyevsky/Jessie Coulson,3.99,140441794,9780140441796,en-US,240,576,41,5/27/1966,Penguin Books
Netochka Nezvanova,4.8,3.81,Fiction,Fyodor Dostoyevsky/Jane Kentish,3.81,140444556,9780140444551,eng,176,2590,127,8/29/1985,Penguin Books
Collected Fictions,4.8,4.58,Fiction,Jorge Luis Borges/Andrew Hurley,4.58,140286802,9780140286809,eng,565,18874,791,9/30/1999,Penguin Books
The World of Mr. Mulliner,4.8,4.32,Fiction,P.G. Wodehouse,4.32,140281703,9780140281705,eng,624,345,30,7/29/1999,Penguin Books
Rameau's Nephew / D'Alembert's Dream,4.6,3.67,Fiction,Denis Diderot/Leonard Tancock,3.67,140441735,9780140441734,eng,237,1292,67,10/28/1976,Penguin Books
Critique of Pure Reason,4.6,3.94,Non Fiction,Immanuel Kant/Marcus Weigelt/F. Max M√ºller,3.94,140447474,9780140447477,eng,784,254,35,11/29/2007,Penguin Books
The Complete Plays,4.5,4.07,Fiction,Christopher Marlowe/Robert Lindsey/Frank Romany,4.07,140436332,9780140436334,eng,752,2428,50,11/27/2003,Penguin Books
The Years,4.5,3.77,Fiction,Virginia Woolf,3.77,141185325,9780141185323,eng,444,2867,174,2/28/2002,Penguin Books
The Nicomachean Ethics,4.8,3.94,Non Fiction,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,3.94,140449493,9780140449495,eng,329,23683,472,1/29/2004,Penguin Books
The Divine Comedy  Vol. I: Inferno,4.8,4,Fiction,Dante Alighieri/Mark Musa,4,140444416,9780140444414,eng,432,305,19,11/28/1984,Penguin Books
The Divine Comedy I: Hell,4.8,4,Fiction,Dante Alighieri/Dorothy L. Sayers,4,140440062,9780140440065,eng,347,696,75,1/27/2005,Penguin Books
The Divine Comedy  Vol. 1: Inferno,4.6,4,Fiction,Dante Alighieri/Mark Musa,4,142437220,9780142437223,eng,432,2172,166,2/27/2003,Penguin Books
The Divine Comedy  Vol. 3: Paradise,4.6,3.95,Fiction,Dante Alighieri/Mark Musa,3.95,140444432,9780140444438,eng,433,378,32,7/31/1986,Penguin Books
The Divine Comedy  Vol. 2: Purgatory,4.6,4.02,Fiction,Dante Alighieri/Mark Musa,4.02,140444424,9780140444421,eng,399,764,49,5/30/1985,Penguin Books
The Adventures of Huckleberry Finn,4.5,3.82,Fiction,Mark Twain/Peter Coveney,3.82,141439645,9780141439648,eng,394,1980,66,1/30/2003,Penguin Books
The Portable Gibbon: The Decline and Fall of the Roman Empire,4.6,3.98,Fiction,Edward Gibbon/Dero A. Saunders/Charles Alexander Robinson Jr.,3.98,140150609,9780140150605,eng,691,2,1,6/30/1977,Penguin Books
Essays and Aphorisms,4.7,4.17,Non Fiction,Arthur Schopenhauer/R.J. Hollingdale,4.17,140442278,9780140442274,eng,240,6222,169,8/26/1976,Penguin Books
The Penguin Companion to European Literature,4.8,4.5,Fiction,Anthony Thorlby,4.5,140510354,9780140510355,eng,907,1,0,5/30/1969,Penguin Books
The Mill on the Floss,4.9,3.79,Fiction,George Eliot/A.S. Byatt,3.79,141439629,9780141439624,eng,579,41816,1337,2/27/2003,Penguin Books
Virtual Light (Bridge  #1),4.9,3.85,Fiction,William Gibson,3.85,140157727,9780140157727,eng,304,18228,358,10/26/1996,Penguin Books
Under the Duvet,4.9,3.52,Fiction,Marian Keyes,3.52,141007478,9780141007472,eng,304,401,43,7/28/2009,Penguin Books
Of Love and Other Demons,4.9,3.98,Fiction,Gabriel Garc√≠a M√°rquez,3.98,517405091,9780517405093,eng,160,35045,1116,2/5/1995,Penguin Books
The Complete Poems,4.9,4.24,Fiction,William Blake/Alicia Suskin Ostriker,4.24,140422153,9780140422153,eng,1072,7738,48,11/24/1977,Penguin Books
Descent of Man,4.9,3.96,Fiction,T. Coraghessan Boyle,3.96,140299947,9780140299946,eng,240,605,44,7/27/1990,Penguin Books
World's End,4.9,4.01,Fiction,T. Coraghessan Boyle,4.01,140299939,9780140299939,eng,480,3270,218,7/20/1990,Penguin Books
A Confederacy of Dunces,4.8,3.89,Fiction,John Kennedy Toole,3.89,140282688,9780140282689,eng,397,540,47,2/26/2003,Penguin Books
The Dark Is Rising Sequence,4.6,4.28,Fiction,Susan Cooper,4.28,140316884,9780140316889,eng,786,266,16,10/25/1984,Penguin Books
City of God,4.5,3.92,Fiction,Augustine of Hippo/Henry Bettenson,3.92,140448942,9780140448948,eng,1186,8754,300,11/27/2003,Penguin Books
The Agricola and The Germania,4.5,3.99,Fiction,Tacitus/Harold Mattingly/S.A. Handford,3.99,140442413,9780140442410,eng,174,4013,110,2/28/1971,Penguin Books
The Black Sheep,4.3,3.99,Fiction,Honor√© de Balzac/Donald Adamson,3.99,140442375,9780140442373,eng,339,1483,68,5/27/1976,Penguin Books
A Harlot High and Low,4.5,4.06,Fiction,Honor√© de Balzac/Rayner Heppenstall,4.06,140442324,9780140442328,eng,554,1546,64,9/26/1985,Penguin Books
Cousin Pons,4.5,3.98,Fiction,Honor√© de Balzac/Herbert J. Hunt,3.98,140442057,9780140442052,eng,336,942,48,5/25/1978,Penguin Books
For Lust of Knowing: The Orientalists and Their Enemies,4.7,3.72,Non Fiction,Robert Irwin,3.72,140289232,9780140289237,eng,304,10,0,1/25/2007,Penguin Books
Faust  Part Two,4.7,3.73,Fiction,Johann Wolfgang von Goethe/Philip Wayne,3.73,140440933,9780140440935,eng,288,128,15,2/28/1960,Penguin Books
Eugene Onegin,4.7,4.09,Fiction,Alexander Pushkin/Charles Johnston/John Bayley,4.09,140443940,9780140443943,en-US,240,205,25,12/20/1979,Penguin Books
One Hundred Years of Solitude,4.7,4.07,Fiction,Gabriel Garc√≠a M√°rquez/Gregory Rabassa,4.07,140157514,9780140157512,eng,422,640,65,11/6/1972,Penguin Books
Dead Souls,4.7,3.99,Fiction,Nikolai Gogol/Robert A. Maguire/Zlatko Crnkoviƒá,3.99,140448071,9780140448078,eng,464,47626,1221,7/29/2004,Penguin Books
Germinal,4.6,4.13,Fiction,√âmile Zola/Roger Pearson,4.13,140447423,9780140447422,eng,592,23134,750,1/29/2004,Penguin Books
The Earth,4.6,4.08,Fiction,√âmile Zola/Douglas Parm√©e,4.08,140443878,9780140443875,eng,506,1113,70,6/26/1980,Penguin Books
Sketches from a Hunter's Album,4.7,3.93,Fiction,Ivan Turgenev/Richard Freeborn,3.93,140445226,9780140445220,eng,403,5967,109,8/30/1990,Penguin Books
Spring Torrents,4.4,3.94,Fiction,Ivan Turgenev/Leonard Schapiro,3.94,014044369X,9780140443691,eng,240,2825,121,1/31/1980,Penguin Books
Home of the Gentry,4.4,3.92,Fiction,Ivan Turgenev/Richard Freeborn,3.92,140442243,9780140442243,eng,298,2152,70,6/12/2007,Penguin Books
The Shape of Things to Come,4.5,3.61,Fiction,H.G. Wells/John Clute,3.61,141441046,9780141441047,eng,530,931,43,5/26/2006,Penguin Books
The Communist Manifesto,3.8,3.55,Non Fiction,Karl Marx/Friedrich Engels/Gareth Stedman Jones,3.55,140447571,9780140447576,eng,288,75488,2716,6/27/2002,Penguin Books
The Mottled Lizard,3.8,4.01,Fiction,Elspeth Huxley,4.01,014005958X,9780140059588,eng,334,311,29,3/25/1986,Penguin Books
Meditations,4.5,4.23,Fiction,Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay,4.23,140449337,9780140449334,eng,303,76332,3206,4/27/2006,Penguin Books
The Sleepwalkers: A History of Man's Changing Vision of the Universe,4.2,4.25,Non Fiction,Arthur Koestler/Herbert Butterfield,4.25,140192468,9780140192469,en-US,624,713,67,5/6/1990,Penguin Books
The Complete Essays,4.7,4.24,Non Fiction,Michel de Montaigne/M.A. Screech,4.24,140446044,9780140446043,eng,1344,10657,290,2/25/1993,Penguin Books
Spellbound,4.7,3.63,Fiction,Jane Green,3.63,140295941,9780140295948,en-US,439,271,30,4/12/2003,Penguin Books
The Juvenilia of Jane Austen and Charlotte Bronte´,4.7,3.86,Fiction,Jane Austen/Charlotte Bront√´/Frances Beer,3.86,140432671,9780140432671,eng,400,217,7,7/10/1986,Penguin Books
Far From the Madding Crowd,4.7,3.94,Fiction,Thomas Hardy/Rosemarie Morgan/Shannon Russell,3.94,141439653,9780141439655,eng,433,104912,3811,2/27/2003,Penguin Books
Early Greek Philosophy,4.7,4.09,Non Fiction,Jonathan Barnes,4.09,140448152,9780140448153,eng,336,2088,44,9/26/2002,Penguin Books
Complete Short Stories  Vol 2,4.4,4.03,Fiction,D.H. Lawrence,4.03,670000965,9780670000968,en-GB,303,85,8,10/7/1961,Penguin Books
The Divine Comedy II: Purgatory,4.7,4.02,Fiction,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02,140440461,9780140440461,en-US,388,369,33,8/30/1981,Penguin Books
Paradiso (The Divine Comedy  #3),4.4,3.95,Fiction,Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,3.95,140441050,9780140441055,eng,400,11566,222,7/30/1962,Penguin Books
The Canterbury Tales,4.6,3.49,Fiction,Geoffrey Chaucer/Nevill Coghill,3.49,140440224,9780140440225,eng,489,1050,74,7/30/1970,Penguin Books
Demon Box,4.6,3.56,Fiction,Ken Kesey,3.56,140085300,9780140085303,eng,400,1418,55,4/8/1987,Penguin Books
Les Miserables,4.6,4.17,Fiction,Victor Hugo/Norman Denny,4.17,140444300,9780140444308,eng,1232,3873,459,3/25/1982,Penguin Books
The I Ching or Book of Changes,4.5,4.19,Fiction,Richard Wilhelm/Cary F. Baynes/C.G. Jung,4.19,140192077,9780140192070,eng,739,126,12,6/29/1989,Penguin Books
The Heart Is a Lonely Hunter,4.6,3.98,Fiction,Carson McCullers/Kasia Boddy,3.98,141185228,9780141185224,eng,317,1459,169,8/31/2000,Penguin Books
The Pursuit of the Well-Beloved & The Well-Beloved,4.8,3.61,Fiction,Thomas Hardy/Patricia Ingham,3.61,140435190,9780140435191,eng,416,127,10,8/28/1997,Penguin Books
A Man of the People,4.8,3.87,Fiction,Chinua Achebe,3.87,385086164,9780385086165,eng,160,3294,208,8/16/2016,Penguin Books
Orlando Furioso: Part Two,4.8,4.23,Fiction,Ludovico Ariosto/Barbara Reynolds,4.23,014044310X,9780140443103,eng,800,133,14,9/29/1977,Penguin Books
Incident at Vichy,4.8,3.96,Fiction,Arthur  Miller,3.96,140481931,9780140481938,eng,80,686,54,2/4/1985,Penguin Books
The Portable Thomas Jefferson,4.8,4.05,Non Fiction,Thomas Jefferson/Merrill D. Peterson,4.05,140150803,9780140150803,eng,589,171,6,10/27/1977,Penguin Books
The Anglo-Saxons,4.6,4.04,Non Fiction,James Campbell/Eric John/Patrick Wormald,4.04,140143955,9780140143959,eng,272,550,28,3/28/1991,Penguin Books
John Hammond on Record: An Autobiography,4.6,4.06,Non Fiction,John   Hammond/Irving Townsend,4.06,140057056,9780140057058,eng,432,27,2,2/26/1981,Penguin Books
Maggie: A Girl of the Streets and Other Tales of New York,4.6,3.66,Fiction,Stephen Crane/Larzer Ziff/Theo Davis,3.66,140437975,9780140437973,eng,272,2476,32,3/29/2001,Penguin Books
How Green Was My Valley,4.6,4.18,Fiction,Richard Llewellyn,4.18,141185856,9780141185859,eng,448,12351,1041,6/28/2001,Penguin Books
Billy Budd  Sailor,3.6,3.12,Fiction,Herman Melville,3.12,014062175X,9780140621754,eng,96,178,20,10/24/1995,Penguin Books
Asimov's New Guide to Science,4.8,4.38,Non Fiction,Isaac Asimov,4.38,140172130,9780140172133,eng,896,49,1,5/27/1993,Penguin Books
Tales from Shakespeare,4.6,3.96,Fiction,Charles Lamb/Mary Lamb/Arthur Rackham,3.96,140621598,9780140621594,eng,288,3097,154,10/26/2007,Penguin Books
Twilight of the Idols/The Anti-Christ,4,4.16,Non Fiction,Friedrich Nietzsche/Michael Tanner,4.16,140445145,9780140445145,en-GB,208,7149,143,1/25/1990,Penguin Books
Inventive Paris clothes: 1909-1939 - a photographic essay,4,3.67,Non Fiction,Diana Vreeland/Irving Penn,3.67,067040067X,9780670400676,eng,95,3,0,5/26/1978,Penguin Books
The Roses of No Man's Land,4,4.26,Fiction,Lyn Macdonald,4.26,014017866X,9780140178661,eng,320,293,36,7/9/1993,Penguin Books
The Madman of Bergerac,4.6,3.77,Fiction,Georges Simenon,3.77,141187263,9780141187266,eng,160,7,1,4/12/2003,Penguin Books
The Collected Dorothy Parker,4.5,4.29,Fiction,Dorothy Parker/Brendan Gill,4.29,014118258X,9780141182582,eng,604,1106,50,5/31/2001,Penguin Books
Kiss Kiss,4.5,4.1,Fiction,Roald Dahl,4.1,140018328,9780140018325,eng,231,5961,347,10/26/1987,Penguin Books
Wide Sargasso Sea,4.5,3.58,Fiction,Jean Rhys,3.58,140274219,9780140274219,eng,160,21384,1386,3/9/1998,Penguin Books
Mansfield Park,4.5,3.86,Fiction,Jane Austen,3.86,140620664,9780140620665,eng,479,505,54,5/26/1994,Penguin Books
A Passage to India,4.8,3.68,Fiction,E.M. Forster,3.68,140274235,9780140274233,en-GB,288,441,40,3/9/1998,Penguin Books
The Law and the Lady,4.8,3.8,Fiction,Wilkie Collins/David Skilton,3.8,140436073,9780140436075,en-GB,383,120,15,9/24/1998,Penguin Books
Montaillou: Cathars and Catholics in a French Village  1294-1324,4.8,3.96,Fiction,Emmanuel Le Roy Ladurie/Barbara Bray,3.96,140054715,9780140054712,en-GB,400,17,2,5/29/1980,Penguin Books
The Known World,4.9,3.83,Fiction,Edward P. Jones/Kevin R. Free,3.83,006076273X,9780060762735,en-US,14,55,12,6/15/2004,HarperCollins Publishers
The Known World,4.9,3.83,Fiction,Edward P. Jones,3.83,60749911,9780060749910,eng,576,22,3,6/15/2004,HarperCollins Publishers
Wrinkles in Time,4.6,4.01,Fiction,George Smoot/Keay Davidson,4.01,380720442,9780380720446,eng,360,1035,23,1/10/1994,HarperCollins Publishers
V.,4.4,3.96,Fiction,Thomas Pynchon,3.96,60930217,9780060930219,eng,547,1415,177,5/7/2005,HarperCollins Publishers
The Crying of Lot 49,4.8,3.69,Fiction,Thomas Pynchon,3.69,60931671,9780060931674,eng,152,2161,230,1/4/1999,HarperCollins Publishers
We Were Not Like Other People,4.9,4.14,Fiction,Ephraim Sevela/Antonina W. Bouis,4.14,60255080,9780060255084,eng,216,1,0,1/1/1989,HarperCollins Publishers
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),4.8,3.77,Fiction,Robert M. Pirsig,3.77,60589469,9780060589462,eng,540,166046,6446,4/25/2006,HarperCollins Publishers
